run,document,figure,status,reflabel,refstart,refend,reftext,reftype,reftype_eqclass,hyplabel,hypstart,hypend,hyptext,hyptype,hyptype_eqclass
system1,4298015,Figure 5-D,match,gene_or_protein,92,97,Ptch1,NCBI gene:19206,NCBI gene:19206|Uniprot:Q61115,gene_or_protein,92,97,Ptch1,NCBI gene:5727,NCBI gene:5727|Uniprot:Q13635
system1,4298015,Figure 5-D,missing,organism_or_species,102,106,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,4298015,Figure 5-D,missing,small_molecule,153,157,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 5-D,spurious,,,,,,,gene_or_protein,332,336,HPRT,NCBI gene:3251,NCBI gene:3251|Uniprot:P00492
system1,4298015,Figure 5-E,match,gene_or_protein,92,97,Ptch1,NCBI gene:19206,NCBI gene:19206|Uniprot:Q61115,gene_or_protein,92,97,Ptch1,NCBI gene:5727,NCBI gene:5727|Uniprot:Q13635
system1,4298015,Figure 5-E,missing,organism_or_species,102,106,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,4298015,Figure 5-E,missing,small_molecule,153,157,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 5-F,missing,small_molecule,275,279,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 5-G,match,gene_or_protein,50,55,Ptch1,NCBI gene:19206,NCBI gene:19206|Uniprot:Q61115,gene_or_protein,50,55,Ptch1,NCBI gene:5727,NCBI gene:5727|Uniprot:Q13635
system1,4298015,Figure 5-G,missing,organism_or_species,60,64,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,4298015,Figure 5-G,missing,small_molecule,115,119,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 5-G,match,gene_or_protein,175,186,caspase‐3,Uniprot:P70677,NCBI gene:12367|Uniprot:P70677,gene_or_protein,175,186,caspase‐3,Uniprot:P70677,NCBI gene:12367|Uniprot:P70677
system1,4298015,Figure 6-B,missing,tissue_or_organ,17,22,flank,Uberon:UBERON:0000180,Uberon:UBERON:0000180,,,,,,
system1,4298015,Figure 6-C,match,gene_or_protein,79,83,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,79,83,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 6-C,match,gene_or_protein,85,89,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,85,89,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 6-C,match,gene_or_protein,182,186,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,182,186,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 6-C,match,gene_or_protein,213,217,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,213,217,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 6-D,match,gene_or_protein,20,24,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,20,24,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 6-E,spurious,,,,,,,gene_or_protein,160,164,HPRT,NCBI gene:3251,NCBI gene:3251|Uniprot:P00492
system1,4298015,Figure 7-A-B-C,match,gene_or_protein,77,81,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,77,81,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 7-A-B-C,missing,cell_type_or_line,136,140,Daoy,CVCL_1167,CVCL_1167,,,,,,
system1,4298015,Figure 7-A-B-C,missing,organism_or_species,179,182,NOD,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,4298015,Figure 7-A-B-C,missing,organism_or_species,183,187,SCID,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,4298015,Figure 7-A-B-C,missing,organism_or_species,187,191,mice,NCBI taxon:10090,NCBI taxon:10088|NCBI taxon:10090,,,,,,
system1,4298015,Figure 7-A-B-C,missing,tissue_or_organ,191,200,cerebella,Uberon:UBERON:0002037,Uberon:UBERON:0002037,,,,,,
system1,4298015,Figure 7-A-B-C,match,gene_or_protein,311,315,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,311,315,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 7-A-B-C,match,gene_or_protein,443,447,Ki67,Uniprot:P46013,Uniprot:P46013,gene_or_protein,443,447,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 8-A-B,missing,cell_type_or_line,5,11,ASZ001,CVCL_6251,CVCL_6251,,,,,,
system1,4298015,Figure 8-A-B,missing,small_molecule,56,60,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 8-C,match,gene_or_protein,2,6,Gli1,NCBI gene:14632,NCBI gene:14632|Uniprot:P47806,gene_or_protein,2,6,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-C,missing,cell_type_or_line,76,82,ASZ001,CVCL_6251,CVCL_6251,,,,,,
system1,4298015,Figure 8-C,missing,small_molecule,106,110,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 8-C,missing,small_molecule,293,297,DMSO,CHEBI:28262,CHEBI:28262|CHEBI:4612|PubChem:679,,,,,,
system1,4298015,Figure 8-C,spurious,,,,,,,gene_or_protein,212,216,HPRT,NCBI gene:3251,NCBI gene:3251|Uniprot:P00492
system1,4298015,Figure 8-D,match,gene_or_protein,18,22,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,18,22,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-D,missing,cell_type_or_line,55,61,ASZ001,CVCL_6251,CVCL_6251,,,,,,
system1,4298015,Figure 8-E,match,gene_or_protein,18,22,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,18,22,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-E,missing,cell_type_or_line,55,61,ASZ001,CVCL_6251,CVCL_6251,,,,,,
system1,4298015,Figure 8-E,missing,tissue_or_organ,105,110,flank,Uberon:UBERON:0000180,Uberon:UBERON:0000180,,,,,,
system1,4298015,Figure 8-F-G,match,gene_or_protein,18,22,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,18,22,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-F-G,missing,cell_type_or_line,55,61,ASZ001,CVCL_6251,CVCL_6251,,,,,,
system1,4298015,Figure 8-F-G,match,gene_or_protein,130,134,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,130,134,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-F-G,match,gene_or_protein,136,140,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,136,140,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 8-F-G,match,gene_or_protein,226,230,Gli1,Uniprot:P47806,NCBI gene:14632|Uniprot:P47806,gene_or_protein,226,230,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-F-G,match,gene_or_protein,243,247,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,243,247,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 8-F-G,match,gene_or_protein,302,306,Ki67,Uniprot:Q61769,Uniprot:Q61769,gene_or_protein,302,306,Ki67,Uniprot:E9PVX6,Uniprot:E9PVX6
system1,4298015,Figure 8-H,match,gene_or_protein,18,22,Gli1,NCBI gene:14632,NCBI gene:14632|Uniprot:P47806,gene_or_protein,18,22,Gli1,NCBI gene:2735,NCBI gene:2735|Uniprot:P08151
system1,4298015,Figure 8-H,missing,cell_type_or_line,55,61,ASZ001,CVCL_6251,CVCL_6251,,,,,,
system1,4298015,Figure 8-H,spurious,,,,,,,gene_or_protein,224,228,HPRT,NCBI gene:3251,NCBI gene:3251|Uniprot:P00492
system1,4331002,Figure 1-A,missing,gene_or_protein,13,22,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-A,match,gene_or_protein,27,34,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,27,34,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-A,missing,cell_type_or_line,92,106,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 1-A,missing,gene_or_protein,178,187,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-A,match,gene_or_protein,192,199,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,192,199,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-B,missing,gene_or_protein,2,11,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-B,match,gene_or_protein,40,47,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,40,47,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-B,missing,gene_or_protein,57,64,LAPTM4A,NCBI gene:9741,NCBI gene:9741,,,,,,
system1,4331002,Figure 1-B,missing,gene_or_protein,68,74,LAPTM5,NCBI gene:7805,NCBI gene:7805,,,,,,
system1,4331002,Figure 1-B,missing,cell_type_or_line,196,202,HEK293,CVCL_0045,CVCL_0045,,,,,,
system1,4331002,Figure 1-B,missing,gene_or_protein,241,250,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-B,missing,gene_or_protein,323,332,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-B,spurious,,,,,,,gene_or_protein,112,117,LAPTM,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-B,spurious,,,,,,,gene_or_protein,154,159,LAPTM,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-B,spurious,,,,,,,gene_or_protein,285,290,LAPTM,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-C,match,gene_or_protein,2,9,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,2,9,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-C,missing,gene_or_protein,38,47,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-C,missing,gene_or_protein,117,126,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-C,missing,cell_type_or_line,155,161,HEK293,CVCL_0045,CVCL_0045,,,,,,
system1,4331002,Figure 1-C,match,gene_or_protein,193,200,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,193,200,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-C,match,gene_or_protein,293,300,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,293,300,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-C,spurious,,,,,,,gene_or_protein,80,85,PIPKI,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331
system1,4331002,Figure 1-C,spurious,,,,,,,gene_or_protein,221,226,PIPKI,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331
system1,4331002,Figure 1-D,missing,gene_or_protein,21,30,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-D,match,gene_or_protein,47,54,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,47,54,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-D,missing,cell_type_or_line,68,74,HEK293,CVCL_0045,CVCL_0045,,,,,,
system1,4331002,Figure 1-D,match,gene_or_protein,92,99,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,92,99,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-D,missing,gene_or_protein,143,152,PIPKIγi5,NCBI gene:23396,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-D,match,gene_or_protein,210,213,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,210,213,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 1-D,match,gene_or_protein,308,315,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,308,315,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-E-F,match,gene_or_protein,13,20,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,13,20,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-E-F,missing,cellular_component,51,65,late endosomes,GO:0005770,GO:0005770,,,,,,
system1,4331002,Figure 1-E-F,missing,cell_type_or_line,67,81,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 1-E-F,match,gene_or_protein,128,135,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,128,135,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-E-F,missing,gene_or_protein,146,150,EEA1,Uniprot:Q15075,Uniprot:Q15075,,,,,,
system1,4331002,Figure 1-E-F,match,gene_or_protein,154,159,LAMP1,Uniprot:P11279,NCBI gene:3916|Uniprot:P11279,gene_or_protein,154,159,LAMP1,Uniprot:Q8VH34,Uniprot:Q8VH34
system1,4331002,Figure 1-E-F,match,gene_or_protein,261,268,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,261,268,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-E-F,match,gene_or_protein,321,328,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,321,328,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-E-F,missing,gene_or_protein,349,353,EEA1,Uniprot:Q15075,Uniprot:Q15075,,,,,,
system1,4331002,Figure 1-E-F,match,gene_or_protein,358,363,LAMP1,Uniprot:P11279,NCBI gene:3916|Uniprot:P11279,gene_or_protein,358,363,LAMP1,Uniprot:Q8VH34,Uniprot:Q8VH34
system1,4331002,Figure 1-H,match,gene_or_protein,2,9,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,2,9,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-H,missing,gene_or_protein,37,46,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-H,missing,cell_type_or_line,48,62,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 1-H,missing,gene_or_protein,93,102,PIPKIγi5,Uniprot:O60331,NCBI gene:23396|Uniprot:O60331,,,,,,
system1,4331002,Figure 1-H,match,gene_or_protein,121,128,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,121,128,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-I,missing,cell_type_or_line,2,16,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 1-I,match,gene_or_protein,48,55,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,48,55,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-I,match,gene_or_protein,74,81,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,74,81,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 1-I,missing,cellular_component,173,177,MVEs,GO:0005771,GO:0005771,,,,,,
system1,4331002,Figure 1-I,missing,cellular_component,234,241,nucleus,GO:0005634,GO:0005634,,,,,,
system1,4331002,Figure 1-I,missing,cellular_component,246,258,mitochondria,GO:0005739,GO:0005739,,,,,,
system1,4331002,Figure 1-I,missing,cellular_component,260,263,MVE,GO:0005771,GO:0005771,,,,,,
system1,4331002,Figure 1-I,missing,cellular_component,265,291,multi‐vesicular endosome,GO:0005771,GO:0005771,,,,,,
system1,4331002,Figure 1-I,missing,cellular_component,301,316,plasma membrane,GO:0005886,GO:0005886,,,,,,
system1,4331002,Figure 2-A-D,missing,cell_type_or_line,2,16,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 2-A-D,match,gene_or_protein,51,58,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,51,58,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 2-A-D,match,gene_or_protein,108,111,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,108,111,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 2-A-D,missing,gene_or_protein,211,215,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-A-D,missing,gene_or_protein,260,264,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-A-D,missing,gene_or_protein,271,275,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-A-D,match,gene_or_protein,293,296,AKT,Uniprot:P31749|Uniprot:P31751|Uniprot:Q9Y243,NCBI gene:10000|Uniprot:Q9Y243|NCBI gene:208|Uniprot:P31751|NCBI gene:207|Uniprot:P31749,gene_or_protein,293,296,AKT,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6
system1,4331002,Figure 2-E-F-G,match,gene_or_protein,13,20,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,13,20,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 2-E-F-G,missing,cell_type_or_line,41,55,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 2-E-F-G,match,gene_or_protein,111,114,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,111,114,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 2-E-F-G,match,gene_or_protein,315,318,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,315,318,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 2-E-F-G,match,gene_or_protein,418,421,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,418,421,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 2-E-F-G,match,gene_or_protein,449,456,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,449,456,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 2-H-K,match,gene_or_protein,13,20,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,13,20,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 2-H-K,missing,cell_type_or_line,38,52,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 2-H-K,match,gene_or_protein,107,110,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,107,110,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 2-H-K,missing,gene_or_protein,122,126,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-H-K,missing,gene_or_protein,217,221,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-H-K,match,gene_or_protein,235,238,AKT,Uniprot:P31749|Uniprot:P31751|Uniprot:Q9Y243,NCBI gene:10000|Uniprot:Q9Y243|NCBI gene:208|Uniprot:P31751|NCBI gene:207|Uniprot:P31749,gene_or_protein,235,238,AKT,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6
system1,4331002,Figure 2-H-K,missing,gene_or_protein,294,298,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-H-K,missing,gene_or_protein,308,312,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 2-H-K,match,gene_or_protein,342,345,AKT,Uniprot:P31749|Uniprot:P31751|Uniprot:Q9Y243,NCBI gene:10000|Uniprot:Q9Y243|NCBI gene:208|Uniprot:P31751|NCBI gene:207|Uniprot:P31749,gene_or_protein,342,345,AKT,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6
system1,4331002,Figure 2-H-K,match,gene_or_protein,364,367,AKT,Uniprot:P31749|Uniprot:P31751|Uniprot:Q9Y243,NCBI gene:10000|Uniprot:Q9Y243|NCBI gene:208|Uniprot:P31751|NCBI gene:207|Uniprot:P31749,gene_or_protein,364,367,AKT,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6,Uniprot:Q60823|Uniprot:P31750|Uniprot:Q9WUA6
system1,4331002,Figure 2-H-K,match,gene_or_protein,382,389,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,382,389,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 3-A-D,match,gene_or_protein,15,22,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,15,22,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 3-A-D,missing,cell_type_or_line,43,57,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 3-A-D,missing,small_molecule,101,112,chloroquine,CHEBI:3638,CHEBI:3638|PubChem:2719,,,,,,
system1,4331002,Figure 3-A-D,match,gene_or_protein,148,151,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,148,151,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 3-A-D,missing,gene_or_protein,244,248,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 3-A-D,missing,gene_or_protein,260,264,EEA1,Uniprot:Q15075,Uniprot:Q15075,,,,,,
system1,4331002,Figure 3-A-D,match,gene_or_protein,279,284,LAMP1,Uniprot:P11279,NCBI gene:3916|Uniprot:P11279,gene_or_protein,279,284,LAMP1,Uniprot:Q8VH34,Uniprot:Q8VH34
system1,4331002,Figure 3-A-D,missing,gene_or_protein,342,346,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 3-A-D,missing,gene_or_protein,372,376,EEA1,Uniprot:Q15075,Uniprot:Q15075,,,,,,
system1,4331002,Figure 3-A-D,match,gene_or_protein,385,390,LAMP1,Uniprot:P11279,NCBI gene:3916|Uniprot:P11279,gene_or_protein,385,390,LAMP1,Uniprot:Q8VH34,Uniprot:Q8VH34
system1,4331002,Figure 3-E-F,missing,cell_type_or_line,2,16,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 3-E-F,match,gene_or_protein,63,66,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,63,66,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 3-E-F,missing,gene_or_protein,111,115,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 3-E-F,match,gene_or_protein,120,127,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,120,127,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 3-E-F,match,gene_or_protein,194,201,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,194,201,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 3-E-F,missing,gene_or_protein,290,294,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 3-E-F,match,gene_or_protein,352,359,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,352,359,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 3-E-F,match,gene_or_protein,414,421,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,414,421,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 4-A-B,missing,cell_type_or_line,2,16,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 4-A-B,match,gene_or_protein,40,44,Rab5,Uniprot:P20339|Uniprot:P61020|Uniprot:P51148,Uniprot:P51148|Uniprot:P61020|Uniprot:P20339,gene_or_protein,40,44,Rab5,NCBI gene:33418,NCBI gene:33418|Uniprot:Q9V3I2
system1,4331002,Figure 4-A-B,match,gene_or_protein,106,109,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,106,109,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 4-A-B,match,gene_or_protein,165,172,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,165,172,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 4-A-B,match,gene_or_protein,224,227,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,224,227,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 4-A-B,missing,cellular_component,242,251,endosomes,GO:0005768,GO:0005768,,,,,,
system1,4331002,Figure 4-A-B,match,gene_or_protein,283,290,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4,gene_or_protein,283,290,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 4-C-D,match,gene_or_protein,13,20,LAPTM4B,NCBI gene:55353,NCBI gene:55353,gene_or_protein,13,20,LAPTM4B,Uniprot:Q86VI4,Uniprot:Q86VI4
system1,4331002,Figure 4-C-D,missing,cell_type_or_line,31,45,MDA‐MB‐231,CVCL_0062,CVCL_0062,,,,,,
system1,4331002,Figure 4-C-D,missing,gene_or_protein,89,93,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
system1,4331002,Figure 4-C-D,match,gene_or_protein,165,168,EGF,Uniprot:P01133,Uniprot:P01133,gene_or_protein,165,168,EGF,Uniprot:P07522,Uniprot:P07522
system1,4331002,Figure 4-C-D,missing,gene_or_protein,318,322,EGFR,Uniprot:P00533,NCBI gene:1956|Uniprot:P00533,,,,,,
