J7HCD4	hCD4
Q23DJ8	Apg12p::,TAB3::,GM130::,RINT-1::,MiroS::,OCT::,bovine serum albumin::,VAMP2::,Coi12p::,THEMIS::,Dgcr8::,Spitz::,TLR8::,Aβ::,YAP::,IL‐8::,AMOTL2::,RagC::,Lyzs::,OTUB1::,KRT23::,Rnaseh2b::,INVS::,calponin::,VN::,Fstl1::,FGF1::,CERK1::,bactin::,CD133::,Flk1::,HIF-1α::,miR-132::,Plk1::,DIAP1::,CCL2::,Centrin2::,β5i::,LLO
16189	myosin VI::,SQST-1::,Il4::,SlpA::,IL4::,Mapt::,Lyzs::,INVS::,FOXA2::,MCP-1::,Nrg1::,caspase 3::,4dpi
Q04206	ETHE1::,p65::,NF200::,Elp123
192119	DICER::,Dicer
41398	CSK
Q9JHW0	PSMB7
A4GZV0	DIABLO
P51137	MSK1
404650	ADRP
20202	s100a9
2261	FGFR3
Q9EQL9	SHARPIN::,Sharpin::,TNF-RSC
2663901	BPH1
Q5E9D3	MIC19
431947	B1‐b
P04657|P84029	cytochrome c::,cytochrome C::,Cytochrome c::,Cytochrome C::,CYTOCHROME C::,cyt.C
Q9JI51	Vti1
Q6L1R1	L-1R1::,L-1R1-
294790	Skp2
A8JR14	PNK
14538389	shA3
P46883	Maoa
40224	rdgC
4088	HCC827
Q9Y4X3	ILC3s
405860	igfbp7
P09584	PRL2
P38934	bfr
Q8TAF3	USP1
Q9UQ90	AFG3L1::,AFG3L2
Q61168	LAPTM5
547994	ag1-::,ag1
510668	CCR7
P05480	DRP-1::,Src::,BECN1::,STAT3::,Dyn1::,fibrillarin::,SRC
Q5XIT1	bec-1::,eat-2::,Atg16L1::,CyclophilinB::,Tie2::,EB3
Q9W1X4	Nup214
Q24352	GRd
Q15003	Cnd2::,condensin
4342827	Sec13p
M9PIC9|Q9VPB2	Spc105R
P03366	NL4-3
P38227	AQR
2729	Gclc
Q99J87	MDA5::,RIG-I CARD
7248	Tsc1::,TSC1
A1A4K3	DDB1
P47791	Bim::,LC3A::,Gr-1::,Atg16L1::,sma‐3::,TNFR1::,GR1::,STRA8::,MET::,Gr1::,GRd::,GSR
Q9Y233	ura4::,pep4::,Mcm2::,Ccl1::,MITF::,Prp5::,ChAT::,PDE10A::,Pde10a::,mpc1::,Ulk1::,PHB2
25664	Pparg
285025	CAMDI
P19062	gp8
Q9NFX3	cytosolic aconitases
855498	aut2Δ::,aut2::,aut2‐1::,AUT2::,osteopontin::,Atg4::,drpr::,EPG-7::,CREST::,Fbxo7::,LC3β::,Atg19::,Ape1::,VAMP2::,GRI::,CrkL::,DC-SIGN::,LGR5::,COLVII::,caspase::,SRF::,PVALB::,CD56::,HSP18.2::,CD4::,TBC1D14::,HDAC6::,IFNβ::,Tbr2::,Lti6B::,snr81::,giantin::,GluA1::,TRAF6::,Gli1::,H3.3::,PEX13
P32392	βactin
P32458	Cdc11
472	Ddc2
Q80Z70	SEL1L
181705	nhr-28
P10074	mTFP1
2495	FtH
Q8R317	UBQLN1::,Ubqln1
898	Tsg101::,cyclin E::,CD69::,Cyclin E::,LIF::,ABH1::,nat4::,HUWE1::,Ccne1
P70326	Tbx5
5594	p38α::,FcγR-II
Q13285	SF-1
5300	Pin1
P07995	INHBA::,Inhba
568615	SEL1L
46156	bec-1::,GABARAP‐L1::,htt::,Hmgb1::,IRGM::,Atrophin::,Atro::,TAB2::,IL-1β::,CK2α::,Pin1::,WASH::,Dcp-1::,secretagogin::,STIL::,Rap1::,Ctns::,pif5::,Rad53::,THEMIS::,NFATc2::,Terc::,caspase‐3::,PTB::,Hos2::,CD32a::,Dgcr8::,Asm::,Snc1::,MICA::,IBA1::,SMAD1::,Lyzs::,E2F7::,Cdca5::,TP53I3::,Fibronectin::,G45b::,Plg::,dop-1::,CREST::,Eci1::,HUWE1::,Hbb-b1::,Yap1::,Lsd1::,Gata1::,IL-12::,Hrr25::,Myd88::,β5
10870468	i1 W
B0S6T1	Vps24::,CIP2A::,rpl‐43::,Ctns::,F4/80::,PIF4::,NPC2::,PHD1::,CD11c::,ABCB8::,Sld3::,Heh2::,DP1::,SYCP3::,Gli2a::,IL1B::,I-SceI::,CD4::,TNFα
P11745	RNA1
5071	APG10::,Apg10p::,F4/80::,ddit3::,Vps24::,IFN-γ::,eat-2::,Jumpy::,p38α::,α1 S::,Parkin::,parkin::,ptc::,Atro::,Gal4::,sav::,Red1::,fus1::,MAFbx::,TNFα::,RM45::,Tom1L2::,MCU::,TMEM59::,CD16::,DEDD2::,Epg5::,LGG-1::,epg-6::,epg-7::,Ubqln4::,Ripk2::,NCAM::,PARKIN::,SNX18::,ROCK1::,Mdm2::,Atg18::,GlyS::,MIC1::,Park2::,PARK2::,Muc2::,OM45::,invG::,spns1::,PCM1::,REST::,ATG‐18::,ERdj3::,ddm1::,prk5::,GRI::,Smac::,Clb2::,SOS1::,Aβ::,contactin-2::,atntr1‐1::,Twi1p::,pif4::,DTS::,Pfk::,rpb1::,FXR::,Cdx2::,FimA::,Insr::,LGR5::,LRP6::,Wnt4::,Matrin3::,CTxB::,EHD1::,Atp8a2::,LSD1::,α-spectrin::,Bak::,Abca1::,GCN4::,PECAM::,Ly6G::,DDX3::,ATR::,Coq9::,Coq6::,TNF::,VE-cadherin::,angiotensin II::,YAP::,E6::,Swi6::,sqd::,Pep1::,CD11c::,Bmp6::,fkh::,sec8::,DCP1a::,HSP22.0::,VDAC3::,cMyc::,KIF1C::,OTUB1::,miR-10b::,Nppb::,gTbr2::,E2F8::,pus1::,LIF::,ApoER2::,Yap1::,Rnaseh2b::,h3.3::,CNOT2::,GADD45β::,β2AR::,BRCA2::,FBH1::,FN::,plasmin::,Mdm12::,VPS41::,p120::,Fstl1::,Foxp3::,miR-122::,HuR::,Pou2af1::,Nestin::,FUS::,NSUN3::,cycb1;1::,CDKA;1::,bactin::,junD::,F9::,caspase-9::,PKCδ::,S100a8::,Flk1::,STE5::,IL-2Rα::,IL-2Ra::,Trpml1::,amylase::,TRPML1::,EpoR::,KV10.1::,ptch2::,Gata4::,Aco1::,Mpc1::,Shp2::,CXCL10::,ob::,Mfn2::,FBW7::,Dsl3p::,Slc7a11::,Hrr25::,mdx::,Nanog::,DFCP1::,CD4::,dmDis3l2::,Il-6::,EEA1::,ATF3::,GM-CSF::,MOG::,IL-17A::,IL-1β::,TOMM20::,mps3::,SNAP25::,Clpp::,Huwe1::,HUWE1::,AFP
P0C0W9	RPL11
Q13188	Mst2::,MST2
P10276|P13631|P10826	retinoic acid receptor::,gba::,uga2::,NFATc1::,Lyzs::,Ifnar1::,AIFM1
6166848	β-1,4-endoglucanase
549478	eIF3η
O35142	β'-COP::,COPI subunit β'-COP
Q1LUC3	KAT2B
P12412	SH-EP::,Shi::,PEP4::,IL-1β::,C7::,UnaG::,Beclin1
O88870	VMD2
P62424	RPL7
Q63046	RUNX
B5X0E4	ABCB5
2214	FcγR
3204	PBX1A
P0CG47|P0CG48|P62987|P42677	apg5::,ubiquitin::,Ub::,Ubiquitin::,polyubiquitin::,eat-2::,polyUb::,Ubb::,pex14::,LETM1::,UB::,monoubiquitin::,ubiquitinated::,VPS35::,RISP::,MTMR3::,ATP8A1::,PlGF::,TRA‐1‐81::,Kar2::,PIK3CA::,MEK1::,IL-1β::,SIGLEC14::,T1::,Ubiquitinated::,LukE::,AGO2::,β2AR::,WRNIP1::,mdm10::,IL-12::,doa10::,Pou2af1::,cdkb1;2::,Gpr124::,Epo::,mpo::,VEGF-A::,hh::,MYD88::,LLO
Q9UKV8	p38α::,Beclin‐1::,AGO2::,Sec16B::,Myh6::,VGAT::,Cd22::,VEGF-A::,AKT3::,Ago2::,mitofusin-2::,HOIP::,dCYLD::,F9::,ARSA::,Aurora kinase A::,E2F4::,PTEN::,PIPKIγi5::,CD4::,Apc::,AGO
Q89273	p29
55835	Bak::,α-hemolysin::,HtrA2::,Om45::,ERdj3::,CPAP::,Twi1p::,LGR5::,survivin::,CENP-F::,B220::,MICA::,Swi6::,Mapt::,gephyrin::,CD22::,Lyzs::,p150::,GADD45β::,MTIF2::,ORP5::,HUWE1::,ML1::,dmDis3l2::,Id1::,caspase 3
863	Eto2
11735	Ankyrin-G::,AnkG
Q0R5R2	nD-/
44326	MRPL12
P07711	cathepsin L::,CathepsinL
5617	pRL::,PRL
P46935	Nedd4::,NEDD4
548068	EP4i
334351	CUEDC2::,Cuedc2
12575	DFCP1::,red1::,BI‐1::,Cdkn1a::,Id1::,GRB2::,p21::,P21::,CDKN1A::,Syt11::,pus1::,Rnaseh2b::,mdi::,Ptch1::,G6PD::,Dln1::,c-Jun::,CD24
Q5BK63	NDUFA9
286994	CRCK3G390R
281881	KCNH1
P02299	red1::,Histone H3::,histone H3::,H3::,CrkII::,SIGNR3::,IgG2a::,snR81::,Nemo::,Histone3::,REC8::,CD68
Q8BLA8	TRPA1
34882	Myosin 7A
301011	UQCRC1
365183	CD89
3091	LAMP::,cholera toxin::,HIF-1α::,Map1lc3b::,POMC::,Gli1::,PHD3X::,β2i::,EN::,Rag1::,Sema3A::,cTNT::,Dyn1::,Myh7::,Plk1::,UCP1::,HIF1α::,Tamas::,GADD45β::,CYCD2;1::,hsa-let-7i::,subunit E::,HIF-1β::,p97::,α6::,TAB1::,rAAV9
12978	Csf1r
5290900	EHEC
F2MMN9	OG/
395180	Cxcl12::,CXCL12
100037290	VISA
Q9NPH5	vps21::,Nox4::,VPS4B::,CARD14::,GASZ::,VEGF-A::,Mdm12
723848	Epg5::,miRNA‐34a::,CTxB::,Sec31A::,ypt1-1::,spbc19c7.11::,Miz1::,miR-34a::,PBL27::,SMA
A0A0K0NLN7	EMC1
Q8L7L1	SphK1
O97980	sibling
P19783|Q91W29	Apg10p::,npc1::,ATG10::,COX IV::,hpo::,Cox4::,Jc1::,NIX::,NCOA4::,SIGNR1::,CD123::,Black::,ASM::,TLR8::,Swi6::,CCM1::,GAL4::,VEGF-A::,Nanog::,COX4::,cox4::,Ifnar1::,Cox IV::,HuR::,Act::,STAT2::,p65
Q96S38|Q15418|P23443|6198	S6K::,S6k
P00156	cyt b::,Coq9R239X
H2QJD6	IGFBP5
10714	CC1::,ARL8B::,CK2β::,FEZ1::,TNF::,EGF::,dnm1::,p47::,Atg19::,CD45.1::,poz1::,Ltbr::,FoxP3::,Endothelin-1::,Tex11::,STAT1::,LIF::,Munc18-1::,SPOP::,Nap1::,SNORD47::,FN::,wee1::,igfbp7::,POLD3::,PolD3::,Sept7::,VEGF-A::,Gata6
O43490	UBQLN1::,CD133::,CYLD::,PR2
P53011	Sec13p
Q66J90	SETD1B
Q8FL80	SgrS
Q6J2U6	Rnf114::,RNF114
Q92530	PI31
176089	ZK686.3
345530	hDIA1
O94855	Sec24D
822075	Esr41::,esr41
Q64487	IL1RAP
363646	ERAL1::,Eral1
P34960	Mmp12
12525	Beclin‐1::,CD8::,PrP::,GRI::,Phb2::,CCR9::,TLR8::,CD4::,KIF5B::,Nppa::,PRP5::,GATA-1::,Scl::,CCR2::,H-2Kb
P0DM59	Bad::,TLN::,SipB::,dRagA::,FYCO1::,BCL‐2::,cholera toxin::,PELP1::,SCOC::,Ret::,CD16::,XBP‐1::,tbx1::,WASH::,FAM21::,spns1::,CYCS::,Ape1::,TAS3a::,PRK5::,Clb2::,centrin-2::,RBM14::,Cx3cr1::,LTβR::,Twi1p::,FXR::,Sec31A::,LSD1::,SlpA::,Ccno::,Spi::,GCN4::,Ang1::,Coq9::,Snc1::,ypt1-1::,SPC::,Npc2::,Smad3::,Tgfbr2::,Sema3C::,PHD2::,CD11b::,NRP1::,ULK1::,MICA::,Rabin8::,Siglec‐5::,GlyR ß::,UnaG::,2d2::,CD31::,Ccm1::,sec3::,SLFN11::,IFN-β::,KRAS::,CASP1::,CASP11::,Stat1::,gTbr2::,atpcl::,CEACAM6::,FoxM1::,Stat3::,sororin::,FIP3::,MCU::,C3b::,INVS::,Actb::,p150::,miR-29::,α11.2::,CDX2::,PLAU::,U11::,ICOS::,ku70::,HOIL-1L::,pdx1::,NTR::,ATM::,A20::,UNC-61::,HUWE1::,Mx1::,Chs5::,PLZF::,MPO::,Epo::,fft2::,SNAIL::,Prox1a::,calreticulin::,Hrr25::,iκbα::,c-myb::,Gadd45a::,ANAC032::,SOD1::,BACE1::,YAP::,IL-1R1::,IL-17A::,IL-1β::,Sec23::,p97::,CD34::,CCL2::,Clpp::,LLO::,GATA4::,Pten
P61586	Ctns::,RhoA::,ATP8A1::,XRCC4::,NAT10::,CCL5::,C3b::,msn4::,Gpr124::,Shp2::,Fabp1
Q8R565	Cenpa
Q07812	aut2::,apg16::,Apg5p::,APG5::,Vps24::,TLN::,Bax::,SipD::,vps-34::,debcl::,Hsc/Hsp70::,TIGAR::,FYCO1::,DHPR::,cortactin::,ubiquitylation::,adipose differentiation-related protein::,MuRF‐1::,drpr::,EEA1::,cholera toxin subunit B::,BAX::,MRLC::,Rhodopsin1::,p50::,mug9+::,Red1::,ATPase::,Npr1::,Cki1::,MVP::,IL‐18::,BCN1::,TAK1::,M45::,IL-1β::,CK2α::,ULK1::,FEZ1::,Bim::,LC3A::,TMEM59::,atg-3::,Rab12::,Atg36::,miR-212::,AIN‐1::,gba::,CerS1::,lamin A/C::,Beclin1::,KAP::,ATG16L1::,Ambra1::,mlh-1::,MIC1::,Ift88::,ATG16L::,CIP2A::,Hace1::,LC3β::,p22phox::,β‐catenin::,PDH E1a::,Atg19::,phm8::,SPI1::,spns1::,p47phox::,Atg16L1::,bovine serum albumin::,IL-8::,FUNDC1::,Gzmb::,TTR::,secretagogin::,GRI::,Bak::,CPAP::,tlh1::,dlrrk::,HRas::,WIPI2B::,Ctns::,GGA3::,IRS-1::,AgRP::,Cx3cr1::,PR-SET7::,KSHV‐TK::,CrkII::,Ltbr::,DTS::,CG41099::,Dusp5::,GC‐G::,Mms2::,USP2::,miR-23a::,Hand1::,H‐2Kb::,DC-SIGN::,Phb2::,EGF::,αSMA::,IGF2::,Dgcr8::,Wnt4::,san1::,MLCK::,mannosidase II::,core::,n-Syb::,NRBF2::,ufd-2::,UBE4B::,α-spectrin::,Kst::,YAP::,COL7A1::,CCR9::,NCOA5::,CD44::,Snai1::,Ly6G::,IFN-β1::,Ccnd1::,ERK2::,Coq9::,COQ9::,Hmg1::,Snc1::,TLR9::,Ape1::,Npc2::,Mac2::,Tex11::,MLH1::,fibronectin::,LXRα::,Dnmt2::,CUL3::,p48::,NRP1::,NSMCE2::,γH2AX::,PROX1::,AREG::,ubiquilin1::,Swi6::,Forkhead Box A2::,CFL1::,myosin II::,CD11b::,Cxcl9::,Ang-2::,Syt11::,Su(H)::,HSP22.0::,BRPF3::,TBPH::,TIE2::,cMyc::,FRB::,NPY::,ANKRD1::,miR-10b::,Esr2::,HKII::,VEGF-A::,Plk4::,IFNβ::,Stat2::,Mdm2::,NAT10::,HlgB::,TRPV2::,WRKY29::,snr81::,snR81::,Prp5::,ICAT::,MT-CO1::,Sox2::,RNASEH2B::,cGAS::,FIP3::,Ubc9::,C3b::,mdi::,tfam::,SirT7::,Munc18-1::,IL-10::,FATP2::,α11.2::,WRNIP1::,uPAR::,VN::,α2AP::,plasminogen::,EGOT::,CAT-1::,HuR::,BTLA::,Btla::,Aurora A::,NSUN3::,cdkb1;1::,cdkb1;2::,cycb1;1::,SNAP29::,ATP7A::,miR-34a::,MAPKKK5::,NTR::,IFNAR::,nat4::,NAT4::,Gemc1::,Gpr124::,Pfkfb3::,UBQLN4::,RBM15::,CD34::,Sirt5::,HUWE1::,Bch1::,ER::,EpoR::,Scl::,Shp2::,Sst::,GPX1::,F4/80::,UbcH7::,TNF-a::,c-Jun::,TOMM20::,IL-18::,Aβ::,Cdk1::,CYLD::,ANG-1::,CD4::,Mtmr2::,cyclin B1::,CD45::,osteopontin::,MOG::,Ccm1::,CCM1::,KRAS::,PEX13::,Net1::,Fabp1::,syntaxin 6::,CCL2::,Clpp::,Huwe1::,PS1::,CX3CR1::,IL-6
Q10213	Srs2::,srs2::,SRS2
O75821	subunit G
P10686	EG3
38231	α-spectrin::,α-Spectrin
P04911|P04912	pha-4::,Hrr25::,Adad1::,H2A::,Ang-1::,SLFN11::,Munc18-1::,NTR::,Gpr124::,F4/80
396613	RANTES
20997	T::,Brachyury::,t(
Q42560	cytosolic aconitase
Q17778	NUC‐1
495381	UbcH5::,UbcH5a
Q5E9Q1	POGLUT1::,rumi::,Poglut1
11493374	ESV
P03406	MHC1
B3LPW4	Hsp150
Q08826	Rbd2::,rbd2::,GRd
71609	TRADD
Q6PCS6	mTFP1
553964	IL22::,IL-22
Q8IWA4	Mfn1::,dRagA::,Rb::,MFN1::,MRLC::,MVP::,POMC::,FEZ1::,Bim::,Atg19::,VPS35::,SEC13::,chm::,Net1
79682	PBIP1
P20029	BIP::,ERGIC-53::,dBruce::,BiP::,FEZ1::,GRP78::,acs1::,Ctns::,Grp78::,Coi12p::,PCDH7::,Phb2::,Wnt4::,MVH::,CCR9::,tenascin-C::,T2::,IBA1::,RPA2::,Tcf7l1::,VEGF-A::,FoxM1::,munc18-1::,BSA::,db::,Bip::,DUSP2::,DIS3::,CERK1::,POLD4::,CARD14::,RBM15::,Sept2::,Nrg1::,Ahr::,β5i::,F4/80
280832	c‐Kit
P60880	SNAP25::,Snap25::,SNAP-25
3954	LAMP‐1::,Hmgb1::,LETM1::,EPG-7::,NCAM::,Hrr25::,Cx3cr1::,Phb2::,cKIT::,MAPK13::,OTUB1
854976	SIRT1::,inlK::,RB1CC1::,Fas::,ERK1::,rad52::,Rad52::,ISCU1/2::,cTNT::,Prp5::,SEPT7::,Met31
2627	GATA6
P00184	Cyp1a1
Q96TL7	p38IP::,AVP::,Rap1::,rap1::,podocin::,COQ7::,vps21::,RAP1::,SOCS6::,miR-10b::,cycb1;1::,RAD21::,Ahr::,CCR2::,CD68
532916	MMS22L
16017553	yigL
P32504	Ndc10
110279	Atg4B::,dRagC::,Mmi1::,Ret::,casp-1::,DAPK1::,mdx::,dfmr1::,BCR::,TAZ::,miR-10b::,VEGF-A::,MARK4::,Munc18-1::,VN::,fft3::,INPP5E::,PGC-1α::,Ahr
14020501	PlcB
4345578	pwi
F6ZRL3	Trp53bp1
P08505	lamp2s::,IL-6::,red1::,SENP3::,FEZ1::,Laminin γ−1::,epg-7::,epg-8::,Casp7::,CerS1::,WIPI2::,rpt‐3::,CD28::,Sox2::,Phb2::,EGF::,PrP::,Sec16A::,TNNT2::,CCR9::,survivin::,Centrin::,MDH2::,GOT2::,SKAP55::,NE::,Snc1::,IL-18::,MYD88::,CycE::,rhodopsin::,Tsp1::,Il-6::,R-spo1::,FMR2::,T2::,mitofilin::,CCM1::,synaptobrevin 2::,Lyzs::,OTUB1::,Esr2::,CYM1::,LukD::,TRPV2::,Stat3::,TOMM20::,LIF::,miR-515-p::,TrkB::,CCL5::,RanGAP::,mdi::,CHL1::,mGluR2::,GW182::,Dio2::,Plasminogen::,Pgc1::,Nde-1::,STIL::,CD41::,Dis3l::,HIF-1::,MVH::,Diphtheria toxin::,CXCR2::,ANG-2::,GCSF::,CtIP::,p24::,Gadd45a::,Ahr::,YAP::,β5i::,NMHCIIA::,TAB1
17873	PPCA::,PtdIns 3‐kinase::,npc1::,GATE‐16::,polyubiquitin::,bec-1::,daf-2::,DAPK::,dRagA::,MTM1::,FYCO1::,α 1S::,cholera toxin::,Hmgb1::,Atro::,NALP3::,Beclin‐1::,TAB2::,Ret::,myosin-VI::,Tom1::,epg-7::,MelanA::,PMP70::,HACE1::,VPS29::,Atg16L1::,atg19::,IL-8::,RBM14::,cay1::,Aβ::,COI12::,GC‐G::,THEMIS::,CD4::,glucocorticoid receptor::,miR‐290::,Terc::,Nup49::,TFG::,Cacna1a::,LSD1::,UBE4B::,LXRα::,CD62P::,Ly6G::,DDX3::,Coq9::,Sec13::,CD68::,C7::,p48::,Sema3A::,Ang-2::,CCM1::,SLFN11::,Caspase3::,APX2::,CXCR4::,Mic27::,p38γ::,Plk4::,IFNβ::,mkkk7::,ICAT::,Smc3::,Rnaseh1::,MDI::,NB-3::,β-dystroglycan::,Gadd45b::,GADD45β::,G45b::,GADD45B::,FLCN::,Rab8a::,Frs2::,Ape1::,p120::,miR-21::,eIF-2a::,BECN1::,ABH1::,CHM7::,Hcfc2::,CD34::,DP1::,Pfkfb3::,BCL10::,Sept2::,PCNA::,DAPK1::,VCAM-1::,c-Jun::,miR-132::,TNFR1::,MCK::,VEGF-A::,Gr1::,IL-17A::,cdc14::,VAMP2::,TBK1::,Apc::,lysozyme::,p65
P25425	Oct1
P05125	ANP::,Anp
889	DHPR::,JFH1::,ced-9::,LC3β::,Rpl25::,Nr3c1::,SAS-6::,CD11b::,dfmr1::,Pparβ/δ::,CD11c::,KRIT1::,CCM1::,Ccm1::,Ku70::,Sld3::,CPAP::,MALT1::,EpoR::,FN1::,MCP-1::,EB3::,Oct6
O94244	Mis6
54260	ITPKB
Q5GIT4	kdrl::,vegfaa
81555	Apg5p::,GATE‐16::,myogenin::,pRb::,Sqa::,red1::,myosin-VI::,InsP3R::,Rab12::,msh-6::,da::,ERK2::,β‐catenin::,Atg19::,FKBP15::,SesB::,REST::,secretagogin::,GRI::,IBA-1::,p85::,noc::,Coi12p::,USP2::,Yip1A::,LGR5::,STELLA::,Rubicon::,core::,MSL1::,Snq2::,Snc1::,RBX1::,Sema3A::,KRIT1::,YAP::,MyD88::,Mapt::,PEPR1::,PECAM1::,Mef2C::,CASP1::,LukF-PV::,IFT57::,RanGAP::,Chk2::,eIF4A::,INVS::,p150::,4EBP::,WDR41::,ICP27::,CD19::,SEPT7::,PAI-1::,Bmh1::,mim1::,Ams1::,cGAS::,Nde1::,TBK1::,MET::,CD34::,cofilin::,Pkd2::,Eif2s1::,RHOC::,Scl::,Nkx2.5::,NLRP3::,Ret::,ob::,miR-21::,PPARγ::,Hrr25::,Ahr::,hrcC
P24495	PSMA2
Q62665	Gal-8
Q9UIH9	KLF15
855753	ARE2::,are2
Q9ESM7	SEL1L
54790	TET2::,Tet2
31789	vOTU
519716	CCR6
Q3SZM1	Mki67
A2A6M5	Bad::,β′-COP::,NDP52::,Atg16L1::,miR-212::,mNDP52::,TDP43::,Twi1p::,Tsc22d1::,CD31::,Sufu::,Cdk1::,PAI-1::,cdc48::,Il6::,Aβ::,I-SceI
479709	Auts2
Q1LY77	SETD1B
A0A0D4BSS2	PI3Kp110α
P23968	C subunit::,subunit C
690028	IL-31::,IL31
P24704	CSD
10277	α-amylase::,SH-EP::,GMR::,pep4::,ATG9B::,MYPT1::,MVb::,C2::,OCT::,GRI::,CDC14::,THEMIS::,EXPL1::,UBE4B::,Coq9::,Snc1::,RPGRIP::,YAP::,T2::,PROPEP3::,CD69::,p38γ::,PAQR3::,Esr1::,LIF::,Dvl::,INVS::,Dio2::,ATP8::,PKCB::,Chm7::,igf2a::,Tubb3::,X-chromosomes::,PTPIP51::,VEGF-A::,Ulk1::,Bcl2::,SERCA::,ADCK3
P55244	TGFA
Q9Y5X1	SNX9
12534	Cdk1
P20693	CD23
P54308	Spp1
58476	DOR::,Mvp1::,NeuN::,nsP3::,Fbxo7::,pfk1::,Clb2::,PHD3X::,HNF4::,Cdt1::,IL-33::,LGR5::,dor::,Dor::,Ttn::,YPT1::,Sec12::,MICA::,Rab13::,Syb2::,RPA1::,FRB::,YAP::,PCM1::,INVS::,α11.2::,ICP27::,CD4::,TUJ1::,POLD3::,HIF-1::,pho8
100000073	Onecut2::,ONECUT2
83613	NFL
Q8AXM9	p120 catenin
17886	NMHCIIA
M2SWM5	nD-/
Q4G283	CYP26C1::,cyp26c1
14131	FcγRIIB::,FcγRIV::,FcγRIII::,FcγR
P29027	Chi2
24599	L-1R1::,L-1R1-
807637	Cox3
P09339	aconitases
Q587I9	Sft2
35485	D4+
Q99895	chymotrypsin::,mmi1::,spns1::,Mcm2::,GC‐G::,Ldha::,eIF4A::,AID::,Ams1
Q99PU7	H2AK119ub1
Q3TCH7	CUL4A::,WDTC1
Q6PF93	Vps34::,TLN::,TRAIL::,vps34::,rec8::,VPS34::,Rap2b::,Tom1::,DEDD2::,ALG‐2::,survivin::,WIPI1::,dnm1::,VPS35::,GL1::,Dendra-tau::,GRI::,c‐Fos::,cIAP1::,Insr::,MDH2::,PECAM::,SKAP55::,ZEB1::,CYP27B1::,SRF::,Peli1::,ypt1-1::,F4/80::,IFNγ::,Swi6::,BRPF3::,TBPH::,STAT2::,Stat2::,Prp5::,CXCL-1::,Nanog::,MARK4::,p47::,Rnaseh2b::,eIF3-S2::,DDX6::,CLU::,sarcomeric actin::,SNAIL::,Ambra::,TNF::,p24::,IL-1R1::,CCL2::,Mdm12::,PD-L1
854781	M45::,Bak::,CD28::,Rnaseh2b::,Cas3::,Ifnar1::,doa10::,DOA10::,Doa10::,IP3R3::,CD34
P06744	GPi::,IRI
P63086	ERT::,pY416
Q00925	ALP::,Pex8::,GemC1::,FBW7::,Chs5::,Hrr25::,YAP
Q9BT09	CTG
Q3SWS8	mRNP
855016	Mvp1
Q1LUQ0	Jmjd2b
P01731	H-2Kb
Q9FMZ0	BKI1
221154	EFHA1
P25159	oskar::,Oskar::,Staufen::,Stau
4697771	R34G
O15178	T
O70325	GPx4
Q9CYC5	Dsn1
3491	CYR61
18820721	WC-2
Q4Q7K5	Atg5::,ATG5::,atg5
Q8BMI3	GGA3
4693	nD-/
Q9NR31|Q9Y6B6	SNT‐1::,Gli2::,Tsc1i::,lap::,RBM14::,PI5P4K2A::,atntr1::,CDF1::,Sar1::,endosialin::,h-Ras::,SMC5::,Cnp1::,DRD4::,PROPEP3::,exo84::,CHOP::,IL1R1::,eIF4A::,Munc18-1::,RILP::,WRNIP1::,FAS::,VPS4B::,bactin::,igfbp3::,CYLD::,R-spondin 1::,Gata2::,Mpc1::,Mfn2::,CD11b::,Apc::,Iba1
403615	Ryr2
P06797	cathepsin::,MCUR1::,are1::,Mim1::,igfbp1a::,Trpml1::,Foxp3::,YAP::,LLO
Q9Y4P1	Atg4B::,TIGAR::,ATG4B::,sav::,dBI‐1::,M45::,pex14::,Bim::,Tom1::,myosin VI::,MCUR1::,Ubqln4::,mlh-1::,F4/80::,SQST‐1::,oxytocin::,KSHV‐TK::,CCA1::,DTS::,CD45::,THEMIS::,SlpX::,ALDH1A1::,Coq9::,H-Ras::,C7::,TGF-α::,Swi6::,clr4::,sqd::,2d2::,CCM1::,SHP1::,FIP3::,INVS::,Ubp6::,Tob55::,are2::,Atp5g3::,GASZ::,PGC-1α::,miR-21::,Nanog::,Twist::,dmDis3l2::,CSF1R::,LLO::,PCAF
O88967	YME1L::,Yme1l
O77617	p16Ink4A
P40955	Chs6::,CHS6::,CSD
72749	TONSL
P28062	β5i::,PSMB5::,hβ5i
114548	NLRP3
H8WZC0	Gvp36::,gvp36
297990	NDUFB6
28920	IGKV
P04801	ThS
14627709	NH1
18099	NLK
Q8RKI7	TarA
16354	IR1
P10923	osteopontin::,Spp1::,OPN::,Osteopontin
